branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate,outstanding,weekly_disbursement,weekly_new_borrower_per_bp
POINTID_16,2017-10-28,AREAID_8,REGIONID_JT,2017-03-25,1735,13,0%,4650,765,18
POINTID_40,2017-10-28,AREAID_14,REGION_JR2,2017-08-26,200,5,0%,500,80,10
POINTID_29,2017-10-28,AREAID_14,REGION_JR2,2017-07-29,525,4,0%,1400,145,16
POINTID_45,2017-10-28,AREAID_21,REGION_JR1,2017-09-16,139,6,0%,350,35,8
POINTID_8,2017-10-28,AREAID_30,REGIONID_JT,2016-09-03,1156,9,0%,2250,195,11
POINTID_12,2017-10-28,AREAID_30,REGIONID_JT,2016-10-08,977,6,0%,2150,195,7
POINTID_17,2017-10-28,AREAID_8,REGIONID_JT,2017-03-25,1895,10,0%,4300,365,15
POINTID_41,2017-10-28,AREAID_27,REGION_JR1,2017-08-19,207,3,0%,550,65,20
POINTID_22,2017-10-28,AREAID_7,REGIONID_N,2017-04-29,568,5,0%,1250,70,13
POINTID_46,2017-10-28,AREAID_21,REGION_JR1,2017-09-16,165,5,0%,450,25,3
POINTID_14,2017-10-28,AREAID_8,REGIONID_JT,2016-10-15,1005,7,0%-1%,2700,260,2
POINTID_49,2017-10-28,AREAID_21,REGION_JR1,2017-09-16,125,4,0%,350,30,5
POINTID_19,2017-10-28,AREAID_7,REGIONID_N,2017-04-15,812,7,0%,1850,195,22
POINTID_38,2017-10-28,AREAID_1,REGION_JH,2017-08-12,302,5,0%,800,140,17
POINTID_24,2017-10-28,AREAID_20,REGION_JH,2017-06-10,312,4,0%,700,40,8
POINTID_33,2017-10-28,AREAID_27,REGION_JR1,2017-07-22,249,2,0%,650,40,13
POINTID_52,2017-10-28,AREAID_29,REGION_JH,2017-09-09,265,5,0%,650,165,56
POINTID_32,2017-10-28,AREAID_27,REGION_JR1,2017-07-22,341,6,0%,900,95,15
POINTID_30,2017-10-28,AREAID_14,REGION_JR2,2017-07-29,503,6,0%,1350,155,25
POINTID_31,2017-10-28,AREAID_14,REGION_JR2,2017-07-29,379,5,0%,1000,125,21
POINTID_15,2017-10-28,AREAID_8,REGIONID_JT,2016-11-12,1113,7,0%,2550,260,11
POINTID_23,2017-10-28,AREAID_7,REGIONID_N,2017-05-06,648,6,0%,1650,110,13
POINTID_28,2017-10-28,AREAID_20,REGION_JH,2017-06-03,273,6,0%,550,100,19
POINTID_35,2017-10-28,AREAID_1,REGION_JH,2017-07-29,471,5,0%,1050,85,17
POINTID_44,2017-10-28,AREAID_29,REGION_JH,2017-09-09,280,9,0%,800,190,17
POINTID_25,2017-10-28,AREAID_20,REGION_JH,2017-06-10,267,4,0%,650,80,10
POINTID_37,2017-10-28,AREAID_1,REGION_JH,2017-08-05,379,6,0%,1000,110,13
POINTID_34,2017-10-28,AREAID_27,REGION_JR1,2017-07-15,389,3,0%,1000,75,13
POINTID_51,2017-10-28,AREAID_29,REGION_JH,2017-09-09,270,5,0%,800,60,7
POINTID_48,2017-10-28,AREAID_21,REGION_JR1,2017-09-09,152,5,0%,450,30,3
POINTID_50,2017-10-28,AREAID_29,REGION_JH,2017-09-09,222,7,0%,650,150,16
POINTID_43,2017-10-28,AREAID_29,REGION_JH,2017-09-09,232,5,0%,650,120,13
POINTID_24,2017-10-21,AREAID_20,REGION_JH,2017-06-10,297,5,0%,700,95,12
POINTID_44,2017-10-21,AREAID_29,REGION_JH,2017-09-09,215,5,0%,650,115,12
POINTID_47,2017-10-21,AREAID_21,REGION_JR1,2017-09-16,144,5,0%,400,110,19
POINTID_49,2017-10-21,AREAID_21,REGION_JR1,2017-09-16,115,5,0%,350,105,17
POINTID_16,2017-10-21,AREAID_8,REGIONID_JT,2017-03-25,1580,10,0%,4050,830,22
POINTID_25,2017-10-21,AREAID_20,REGION_JH,2017-06-10,239,5,0%,600,60,8
POINTID_37,2017-10-21,AREAID_1,REGION_JH,2017-08-05,342,7,0%,900,70,6
POINTID_52,2017-10-21,AREAID_29,REGION_JH,2017-09-09,209,5,0%,500,90,11
POINTID_31,2017-10-21,AREAID_14,REGION_JR2,2017-07-29,337,4,0%,900,100,17
POINTID_41,2017-10-21,AREAID_27,REGION_JR1,2017-08-19,187,3,0%,500,60,10
POINTID_17,2017-10-21,AREAID_8,REGIONID_JT,2017-03-25,1780,10,0%,4050,270,15
POINTID_22,2017-10-21,AREAID_7,REGIONID_N,2017-04-29,543,5,0%,1200,60,11
POINTID_23,2017-10-21,AREAID_7,REGIONID_N,2017-05-06,614,5,0%,1550,55,7
POINTID_39,2017-10-21,AREAID_14,REGION_JR2,2017-08-19,471,4,0%,1250,95,19
POINTID_46,2017-10-21,AREAID_21,REGION_JR1,2017-09-16,156,6,0%,400,125,15
POINTID_20,2017-10-21,AREAID_7,REGIONID_N,2017-04-22,939,7,0%,2150,130,12
POINTID_50,2017-10-21,AREAID_29,REGION_JH,2017-09-09,175,8,0%,500,120,13
POINTID_9,2017-10-21,AREAID_31,REGIONID_JT,2016-09-17,1024,10,0%-1%,2300,315,10
POINTID_15,2017-10-21,AREAID_8,REGIONID_JT,2016-11-12,1070,6,0%,2400,185,10
POINTID_35,2017-10-21,AREAID_1,REGION_JH,2017-07-29,438,3,0%,1000,95,13
POINTID_33,2017-10-21,AREAID_27,REGION_JR1,2017-07-22,236,5,0%,600,50,8
POINTID_42,2017-10-21,AREAID_27,REGION_JR1,2017-09-09,255,5,0%,650,155,27
POINTID_38,2017-10-21,AREAID_1,REGION_JH,2017-08-12,253,5,0%,650,125,15
POINTID_14,2017-10-21,AREAID_8,REGIONID_JT,2016-10-15,999,6,0%-1%,2600,160,5
POINTID_32,2017-10-21,AREAID_27,REGION_JR1,2017-07-22,311,6,0%,800,110,18
POINTID_36,2017-10-21,AREAID_1,REGION_JH,2017-08-12,285,6,0%,700,80,10
POINTID_45,2017-10-21,AREAID_21,REGION_JR1,2017-09-16,124,5,0%,300,85,17
POINTID_28,2017-10-21,AREAID_20,REGION_JH,2017-06-03,236,5,0%,500,20,5
POINTID_10,2017-10-21,AREAID_8,REGIONID_JT,2016-09-10,956,8,0%-1%,2250,245,5
POINTID_19,2017-10-21,AREAID_7,REGIONID_N,2017-04-15,746,6,0%,1700,185,21
POINTID_29,2017-10-21,AREAID_14,REGION_JR2,2017-07-29,477,5,0%,1250,165,28
POINTID_40,2017-10-21,AREAID_14,REGION_JR2,2017-08-26,172,5,0%,450,65,11
POINTID_34,2017-10-21,AREAID_27,REGION_JR1,2017-07-15,363,3,0%,950,80,14
POINTID_48,2017-10-21,AREAID_21,REGION_JR1,2017-09-09,143,5,0%,450,135,14
POINTID_51,2017-10-21,AREAID_29,REGION_JH,2017-09-09,251,7,0%,750,160,13
POINTID_12,2017-10-21,AREAID_30,REGIONID_JT,2016-10-08,943,7,0%,2050,210,8
POINTID_8,2017-10-21,AREAID_30,REGIONID_JT,2016-09-03,1112,9,0%,2150,75,6
POINTID_30,2017-10-21,AREAID_14,REGION_JR2,2017-07-29,453,5,0%,1250,85,13
POINTID_43,2017-10-21,AREAID_29,REGION_JH,2017-09-09,195,6,0%,550,145,15
POINTID_46,2017-10-14,AREAID_21,REGION_JR1,2017-09-16,112,3,0%,300,85,15
POINTID_49,2017-10-14,AREAID_21,REGION_JR1,2017-09-16,81,4,0%,200,85,14
POINTID_9,2017-10-14,AREAID_31,REGIONID_JT,2016-09-17,961,9,0%-1%,2050,305,17
POINTID_40,2017-10-14,AREAID_14,REGION_JR2,2017-08-26,150,5,0%,400,95,16
POINTID_17,2017-10-14,AREAID_8,REGIONID_JT,2017-03-25,1690,11,0%,3850,245,17
POINTID_30,2017-10-14,AREAID_14,REGION_JR2,2017-07-29,428,5,0%,1200,155,26
POINTID_41,2017-10-14,AREAID_27,REGION_JR1,2017-08-19,167,3,0%,450,80,15
POINTID_22,2017-10-14,AREAID_7,REGIONID_N,2017-04-29,521,6,0%,1150,70,12
POINTID_33,2017-10-14,AREAID_27,REGION_JR1,2017-07-22,220,5,0%,550,85,14
POINTID_28,2017-10-14,AREAID_20,REGION_JH,2017-06-03,226,6,0%,450,25,6
POINTID_39,2017-10-14,AREAID_14,REGION_JR2,2017-08-19,434,4,0%,1200,135,24
POINTID_47,2017-10-14,AREAID_21,REGION_JR1,2017-09-16,107,4,0%,300,95,16
POINTID_32,2017-10-14,AREAID_27,REGION_JR1,2017-07-22,276,4,0%,700,130,22
POINTID_36,2017-10-14,AREAID_1,REGION_JH,2017-08-12,257,4,0%,650,45,5
POINTID_50,2017-10-14,AREAID_29,REGION_JH,2017-09-09,137,6,0%,400,95,11
POINTID_10,2017-10-14,AREAID_8,REGIONID_JT,2016-09-10,943,8,0%-1%,2100,205,6
POINTID_37,2017-10-14,AREAID_1,REGION_JH,2017-08-05,318,7,0%,850,180,16
POINTID_52,2017-10-14,AREAID_29,REGION_JH,2017-09-09,177,5,0%,400,115,21
POINTID_15,2017-10-14,AREAID_8,REGIONID_JT,2016-11-12,1040,6,0%,2300,245,17
POINTID_24,2017-10-14,AREAID_20,REGION_JH,2017-06-10,262,4,0%,600,45,6
POINTID_42,2017-10-14,AREAID_27,REGION_JR1,2017-09-09,202,4,0%,500,135,25
POINTID_16,2017-10-14,AREAID_8,REGIONID_JT,2017-03-25,1390,9,0%,3350,455,14
POINTID_38,2017-10-14,AREAID_1,REGION_JH,2017-08-12,210,6,0%,550,50,7
POINTID_14,2017-10-14,AREAID_8,REGIONID_JT,2016-10-15,997,6,0%-1%,2500,110,5
POINTID_34,2017-10-14,AREAID_27,REGION_JR1,2017-07-15,335,3,0%,900,165,27
POINTID_51,2017-10-14,AREAID_29,REGION_JH,2017-09-09,199,6,0%,600,180,15
POINTID_48,2017-10-14,AREAID_21,REGION_JR1,2017-09-09,103,3,0%,300,135,20
POINTID_8,2017-10-14,AREAID_30,REGIONID_JT,2016-09-03,1141,9,0%,2150,215,10
POINTID_31,2017-10-14,AREAID_14,REGION_JR2,2017-07-29,303,2,0%,800,30,11
POINTID_43,2017-10-14,AREAID_29,REGION_JH,2017-09-09,150,4,0%,400,150,16
POINTID_45,2017-10-14,AREAID_21,REGION_JR1,2017-09-16,91,6,0%,250,90,9
POINTID_23,2017-10-14,AREAID_7,REGIONID_N,2017-05-06,595,4,0%,1550,55,6
POINTID_35,2017-10-14,AREAID_1,REGION_JH,2017-07-29,399,4,0%,900,100,11
POINTID_19,2017-10-14,AREAID_7,REGIONID_N,2017-04-15,685,4,0%,1550,25,5
POINTID_29,2017-10-14,AREAID_14,REGION_JR2,2017-07-29,421,5,0%,1150,150,25
POINTID_25,2017-10-14,AREAID_20,REGION_JH,2017-06-10,216,5,0%,550,100,13
POINTID_20,2017-10-14,AREAID_7,REGIONID_N,2017-04-22,894,8,0%,2100,85,10
POINTID_44,2017-10-14,AREAID_29,REGION_JH,2017-09-09,179,6,0%,550,115,13
POINTID_12,2017-10-14,AREAID_30,REGIONID_JT,2016-10-08,913,4,0%,1900,130,6
POINTID_22,2017-10-07,AREAID_7,REGIONID_N,2017-04-29,498,4,0%,1100,60,12
POINTID_23,2017-10-07,AREAID_7,REGIONID_N,2017-05-06,577,6,0%,1500,45,3
POINTID_39,2017-10-07,AREAID_14,REGION_JR2,2017-08-19,387,3,0%,1100,215,36
POINTID_24,2017-10-07,AREAID_20,REGION_JH,2017-06-10,245,4,0%,550,25,4
POINTID_32,2017-10-07,AREAID_27,REGION_JR1,2017-07-22,232,4,0%,600,40,7
POINTID_34,2017-10-07,AREAID_27,REGION_JR1,2017-07-15,280,4,0%,750,145,25
POINTID_36,2017-10-07,AREAID_1,REGION_JH,2017-08-12,242,4,0%,600,30,4
POINTID_38,2017-10-07,AREAID_1,REGION_JH,2017-08-12,191,5,0%,500,20,7
POINTID_52,2017-10-07,AREAID_29,REGION_JH,2017-09-09,135,5,0%,300,90,12
POINTID_17,2017-10-07,AREAID_8,REGIONID_JT,2017-03-25,1610,9,0%,3700,275,19
POINTID_41,2017-10-07,AREAID_27,REGION_JR1,2017-08-19,138,2,0%,350,45,8
POINTID_43,2017-10-07,AREAID_29,REGION_JH,2017-09-09,103,6,0%,250,5,2
POINTID_15,2017-10-07,AREAID_8,REGIONID_JT,2016-11-12,991,6,0%,2150,200,10
POINTID_42,2017-10-07,AREAID_27,REGION_JR1,2017-09-09,153,5,0%,400,75,28
POINTID_47,2017-10-07,AREAID_21,REGION_JR1,2017-09-16,75,1,0%,200,95,16
POINTID_50,2017-10-07,AREAID_29,REGION_JH,2017-09-09,105,4,0%,300,35,6
POINTID_9,2017-10-07,AREAID_31,REGIONID_JT,2016-09-17,921,7,0%-1%,1800,165,9
POINTID_49,2017-10-07,AREAID_21,REGION_JR1,2017-09-16,54,2,0%,150,55,6
POINTID_33,2017-10-07,AREAID_27,REGION_JR1,2017-07-22,192,3,0%,500,75,13
POINTID_35,2017-10-07,AREAID_1,REGION_JH,2017-07-29,357,4,0%,850,130,18
POINTID_46,2017-10-07,AREAID_21,REGION_JR1,2017-09-16,82,3,0%,200,60,11
POINTID_10,2017-10-07,AREAID_8,REGIONID_JT,2016-09-10,918,6,0%-1%,1950,135,0
POINTID_16,2017-10-07,AREAID_8,REGIONID_JT,2017-03-25,1286,7,0%,3000,170,10
POINTID_19,2017-10-07,AREAID_7,REGIONID_N,2017-04-15,676,5,0%,1550,65,8
POINTID_44,2017-10-07,AREAID_29,REGION_JH,2017-09-09,140,5,0%,400,90,10
POINTID_51,2017-10-07,AREAID_29,REGION_JH,2017-09-09,142,5,0%,400,115,12
POINTID_30,2017-10-07,AREAID_14,REGION_JR2,2017-07-29,377,4,0%,1050,190,32
POINTID_31,2017-10-07,AREAID_14,REGION_JR2,2017-07-29,292,5,0%,800,25,5
POINTID_28,2017-10-07,AREAID_20,REGION_JH,2017-06-03,215,4,0%,450,50,6
POINTID_29,2017-10-07,AREAID_14,REGION_JR2,2017-07-29,371,5,0%,1000,85,15
POINTID_40,2017-10-07,AREAID_14,REGION_JR2,2017-08-26,118,3,0%,300,15,3
POINTID_37,2017-10-07,AREAID_1,REGION_JH,2017-08-05,257,5,0%,650,80,10
POINTID_14,2017-10-07,AREAID_8,REGIONID_JT,2016-10-15,988,6,0%-1%,2500,25,2
POINTID_20,2017-10-07,AREAID_7,REGIONID_N,2017-04-22,865,7,0%,2050,210,25
POINTID_48,2017-10-07,AREAID_21,REGION_JR1,2017-09-09,63,2,0%,150,15,3
POINTID_25,2017-10-07,AREAID_20,REGION_JH,2017-06-10,178,3,0%,450,80,14
POINTID_8,2017-10-07,AREAID_30,REGIONID_JT,2016-09-03,1091,6,0%,2000,30,4
POINTID_12,2017-10-07,AREAID_30,REGIONID_JT,2016-10-08,891,6,0%,1850,60,1
POINTID_45,2017-10-07,AREAID_21,REGION_JR1,2017-09-16,56,4,0%,150,60,6
POINTID_15,2017-09-30,AREAID_8,REGIONID_JT,2016-11-12,961,6,0%,2050,155,3
POINTID_22,2017-09-30,AREAID_7,REGIONID_N,2017-04-29,476,4,0%,1100,100,20
POINTID_39,2017-09-30,AREAID_14,REGION_JR2,2017-08-19,315,3,0%,900,135,22
POINTID_24,2017-09-30,AREAID_20,REGION_JH,2017-06-10,235,4,0%,550,85,11
POINTID_50,2017-09-30,AREAID_29,REGION_JH,2017-09-09,93,4,0%,250,135,16
POINTID_9,2017-09-30,AREAID_31,REGIONID_JT,2016-09-17,898,7,0%-1%,1700,365,13
POINTID_29,2017-09-30,AREAID_14,REGION_JR2,2017-07-29,342,5,0%,950,85,15
POINTID_52,2017-09-30,AREAID_29,REGION_JH,2017-09-09,101,5,0%,200,55,8
POINTID_44,2017-09-30,AREAID_29,REGION_JH,2017-09-09,111,4,0%,350,95,11
POINTID_48,2017-09-30,AREAID_21,REGION_JR1,2017-09-09,57,2,0%,150,90,14
POINTID_43,2017-09-30,AREAID_29,REGION_JH,2017-09-09,101,6,0%,250,60,7
POINTID_45,2017-09-30,AREAID_21,REGION_JR1,2017-09-16,33,3,0%,100,50,8
POINTID_28,2017-09-30,AREAID_20,REGION_JH,2017-06-03,194,4,0%,400,75,9
POINTID_36,2017-09-30,AREAID_1,REGION_JH,2017-08-12,230,4,0%,600,170,20
POINTID_51,2017-09-30,AREAID_29,REGION_JH,2017-09-09,106,4,0%,300,125,14
POINTID_49,2017-09-30,AREAID_21,REGION_JR1,2017-09-16,37,2,0%,100,80,10
POINTID_47,2017-09-30,AREAID_21,REGION_JR1,2017-09-16,43,1,0%,100,105,18
POINTID_37,2017-09-30,AREAID_1,REGION_JH,2017-08-05,229,5,0%,600,115,13
POINTID_35,2017-09-30,AREAID_1,REGION_JH,2017-07-29,304,4,0%,700,140,14
POINTID_42,2017-09-30,AREAID_27,REGION_JR1,2017-09-09,125,5,0%,300,155,28
POINTID_10,2017-09-30,AREAID_8,REGIONID_JT,2016-09-10,952,6,0%-1%,1850,95,0
POINTID_19,2017-09-30,AREAID_7,REGIONID_N,2017-04-15,654,5,0%,1550,165,19
POINTID_25,2017-09-30,AREAID_20,REGION_JH,2017-06-10,150,3,0%,350,70,9
POINTID_38,2017-09-30,AREAID_1,REGION_JH,2017-08-12,184,5,0%,500,100,12
POINTID_46,2017-09-30,AREAID_21,REGION_JR1,2017-09-16,61,3,0%,150,115,19
POINTID_20,2017-09-30,AREAID_7,REGIONID_N,2017-04-22,791,7,0%,1900,110,14
POINTID_34,2017-09-30,AREAID_27,REGION_JR1,2017-07-15,231,4,0%,600,120,21
POINTID_31,2017-09-30,AREAID_14,REGION_JR2,2017-07-29,282,5,0%,750,165,29
POINTID_30,2017-09-30,AREAID_14,REGION_JR2,2017-07-29,313,4,0%,850,20,7
POINTID_41,2017-09-30,AREAID_27,REGION_JR1,2017-08-19,123,2,0%,350,120,14
POINTID_23,2017-09-30,AREAID_7,REGIONID_N,2017-05-06,566,6,0%,1500,195,15
POINTID_33,2017-09-30,AREAID_27,REGION_JR1,2017-07-22,167,3,0%,450,30,6
POINTID_16,2017-09-30,AREAID_8,REGIONID_JT,2017-03-25,1229,7,0%,2900,280,10
POINTID_40,2017-09-30,AREAID_14,REGION_JR2,2017-08-26,112,3,0%,300,90,11
POINTID_14,2017-09-30,AREAID_8,REGIONID_JT,2016-10-15,984,6,0%-1%,2550,135,6
POINTID_32,2017-09-30,AREAID_27,REGION_JR1,2017-07-22,218,4,0%,550,65,12
POINTID_12,2017-09-30,AREAID_30,REGIONID_JT,2016-10-08,899,6,0%,1850,175,3
POINTID_8,2017-09-30,AREAID_30,REGIONID_JT,2016-09-03,1138,6,0%,2000,275,14
POINTID_17,2017-09-30,AREAID_8,REGIONID_JT,2017-03-25,1517,9,0%,3500,245,14
POINTID_35,2017-09-23,AREAID_1,REGION_JH,2017-07-29,251,4,0%,600,155,20
POINTID_39,2017-09-23,AREAID_14,REGION_JR2,2017-08-19,271,3,0%,750,175,29
POINTID_28,2017-09-23,AREAID_20,REGION_JH,2017-06-03,159,3,0%,350,85,13
POINTID_42,2017-09-23,AREAID_27,REGION_JR1,2017-09-09,70,4,0%,150,85,16
POINTID_14,2017-09-23,AREAID_8,REGIONID_JT,2016-10-15,967,6,0%-1%,2500,220,5
POINTID_51,2017-09-23,AREAID_29,REGION_JH,2017-09-09,66,3,0%,200,140,15
POINTID_40,2017-09-23,AREAID_14,REGION_JR2,2017-08-26,81,3,0%,200,65,8
POINTID_44,2017-09-23,AREAID_29,REGION_JH,2017-09-09,80,4,0%,250,225,22
POINTID_48,2017-09-23,AREAID_21,REGION_JR1,2017-09-09,29,1,0%,50,55,9
POINTID_49,2017-09-23,AREAID_21,REGION_JR1,2017-09-16,9,1,0%,0,25,9
POINTID_47,2017-09-23,AREAID_21,REGION_JR1,2017-09-16,8,1,0%,0,20,8
POINTID_12,2017-09-23,AREAID_30,REGIONID_JT,2016-10-08,892,6,0%,1750,230,4
POINTID_17,2017-09-23,AREAID_8,REGIONID_JT,2017-03-25,1436,9,0%,3350,200,34
POINTID_8,2017-09-23,AREAID_30,REGIONID_JT,2016-09-03,1090,6,0%,1800,300,5
POINTID_41,2017-09-23,AREAID_27,REGION_JR1,2017-08-19,83,2,0%,200,105,12
POINTID_15,2017-09-23,AREAID_8,REGIONID_JT,2016-11-12,955,6,0%,2000,380,6
POINTID_20,2017-09-23,AREAID_7,REGIONID_N,2017-04-22,750,7,0%,1800,175,21
POINTID_36,2017-09-23,AREAID_1,REGION_JH,2017-08-12,170,4,0%,450,95,11
POINTID_46,2017-09-23,AREAID_21,REGION_JR1,2017-09-16,23,2,0%,50,65,12
POINTID_10,2017-09-23,AREAID_8,REGIONID_JT,2016-09-10,974,6,0%-1%,1850,105,1
POINTID_9,2017-09-23,AREAID_31,REGIONID_JT,2016-09-17,833,7,1%-2.5%,1350,230,15
POINTID_29,2017-09-23,AREAID_14,REGION_JR2,2017-07-29,313,5,0%,850,175,28
POINTID_37,2017-09-23,AREAID_1,REGION_JH,2017-08-05,190,5,0%,500,105,13
POINTID_24,2017-09-23,AREAID_20,REGION_JH,2017-06-10,202,4,0%,450,65,9
POINTID_23,2017-09-23,AREAID_7,REGIONID_N,2017-05-06,509,6,0%,1350,175,11
POINTID_16,2017-09-23,AREAID_8,REGIONID_JT,2017-03-25,1160,7,0%,2750,270,9
POINTID_25,2017-09-23,AREAID_20,REGION_JH,2017-06-10,123,3,0%,300,40,5
POINTID_52,2017-09-23,AREAID_29,REGION_JH,2017-09-09,78,5,0%,150,140,20
POINTID_50,2017-09-23,AREAID_29,REGION_JH,2017-09-09,47,3,0%,150,55,9
POINTID_30,2017-09-23,AREAID_14,REGION_JR2,2017-07-29,306,4,0%,850,180,29
POINTID_22,2017-09-23,AREAID_7,REGIONID_N,2017-04-29,436,4,0%,1000,30,10
POINTID_33,2017-09-23,AREAID_27,REGION_JR1,2017-07-22,156,3,0%,400,90,31
POINTID_19,2017-09-23,AREAID_7,REGIONID_N,2017-04-15,598,5,0%,1400,105,13
POINTID_38,2017-09-23,AREAID_1,REGION_JH,2017-08-12,149,5,0%,400,155,19
POINTID_34,2017-09-23,AREAID_27,REGION_JR1,2017-07-15,190,4,0%,500,215,36
POINTID_32,2017-09-23,AREAID_27,REGION_JR1,2017-07-22,195,4,0%,500,165,27
POINTID_31,2017-09-23,AREAID_14,REGION_JR2,2017-07-29,225,5,0%,600,120,21
POINTID_43,2017-09-23,AREAID_29,REGION_JH,2017-09-09,80,5,0%,200,165,19
POINTID_45,2017-09-23,AREAID_21,REGION_JR1,2017-09-16,18,2,0%,50,55,9
POINTID_22,2017-09-16,AREAID_7,REGIONID_N,2017-04-29,426,4,0%,1000,95,33
POINTID_33,2017-09-16,AREAID_27,REGION_JR1,2017-07-22,125,3,0%,300,10,4
POINTID_14,2017-09-16,AREAID_8,REGIONID_JT,2016-10-15,948,6,0%-1%,2400,120,6
POINTID_34,2017-09-16,AREAID_27,REGION_JR1,2017-07-15,119,3,0%,300,40,14
POINTID_25,2017-09-16,AREAID_20,REGION_JH,2017-06-10,109,3,0%,250,40,8
POINTID_17,2017-09-16,AREAID_8,REGIONID_JT,2017-03-25,1369,8,0%,3250,245,28
POINTID_31,2017-09-16,AREAID_14,REGION_JR2,2017-07-29,184,4,0%,500,85,14
POINTID_23,2017-09-16,AREAID_7,REGIONID_N,2017-05-06,458,6,0%,1200,170,13
POINTID_35,2017-09-16,AREAID_1,REGION_JH,2017-07-29,192,4,0%,450,145,19
POINTID_24,2017-09-16,AREAID_20,REGION_JH,2017-06-10,177,4,0%,400,95,13
POINTID_36,2017-09-16,AREAID_1,REGION_JH,2017-08-12,137,4,0%,350,125,15
POINTID_44,2017-09-16,AREAID_29,REGION_JH,2017-09-09,14,1,0%,0,40,14
POINTID_16,2017-09-16,AREAID_8,REGIONID_JT,2017-03-25,1103,7,0%,2550,140,10
POINTID_19,2017-09-16,AREAID_7,REGIONID_N,2017-04-15,560,4,0%,1350,65,8
POINTID_38,2017-09-16,AREAID_1,REGION_JH,2017-08-12,93,5,0%,250,105,18
POINTID_40,2017-09-16,AREAID_14,REGION_JR2,2017-08-26,58,2,0%,150,40,5
POINTID_29,2017-09-16,AREAID_14,REGION_JR2,2017-07-29,257,5,0%,700,135,23
POINTID_37,2017-09-16,AREAID_1,REGION_JH,2017-08-05,153,5,0%,400,95,17
POINTID_8,2017-09-16,AREAID_30,REGIONID_JT,2016-09-03,1081,6,0%,1600,115,21
POINTID_12,2017-09-16,AREAID_30,REGIONID_JT,2016-10-08,888,6,0%,1650,100,2
POINTID_15,2017-09-16,AREAID_8,REGIONID_JT,2016-11-12,931,6,0%,1750,30,9
POINTID_28,2017-09-16,AREAID_20,REGION_JH,2017-06-03,122,3,0%,250,20,5
POINTID_39,2017-09-16,AREAID_14,REGION_JR2,2017-08-19,214,3,0%,600,215,36
POINTID_9,2017-09-16,AREAID_31,REGIONID_JT,2016-09-17,774,7,1%-2.5%,1200,190,10
POINTID_10,2017-09-16,AREAID_8,REGIONID_JT,2016-09-10,988,6,0%-1%,1800,100,1
POINTID_20,2017-09-16,AREAID_7,REGIONID_N,2017-04-22,687,7,0%,1650,190,17
POINTID_32,2017-09-16,AREAID_27,REGION_JR1,2017-07-22,141,4,0%,350,5,2
POINTID_52,2017-09-16,AREAID_29,REGION_JH,2017-09-09,20,2,0%,50,50,7
POINTID_42,2017-09-16,AREAID_27,REGION_JR1,2017-09-09,39,2,0%,100,105,20
POINTID_51,2017-09-16,AREAID_29,REGION_JH,2017-09-09,21,2,0%,50,65,11
POINTID_50,2017-09-16,AREAID_29,REGION_JH,2017-09-09,29,2,0%,50,90,10
POINTID_48,2017-09-16,AREAID_21,REGION_JR1,2017-09-09,12,1,0%,0,35,6
POINTID_30,2017-09-16,AREAID_14,REGION_JR2,2017-07-29,249,3,0%,700,120,19
POINTID_41,2017-09-16,AREAID_27,REGION_JR1,2017-08-19,47,2,0%,100,25,9
POINTID_43,2017-09-16,AREAID_29,REGION_JH,2017-09-09,23,2,0%,50,65,12
POINTID_24,2017-09-09,AREAID_20,REGION_JH,2017-06-10,140,4,0%,350,75,16
POINTID_28,2017-09-09,AREAID_20,REGION_JH,2017-06-03,112,3,0%,250,20,9
POINTID_35,2017-09-09,AREAID_1,REGION_JH,2017-07-29,134,3,0%,300,35,8
POINTID_34,2017-09-09,AREAID_27,REGION_JR1,2017-07-15,105,3,0%,250,40,14
POINTID_19,2017-09-09,AREAID_7,REGIONID_N,2017-04-15,538,4,0%,1300,80,7
POINTID_40,2017-09-09,AREAID_14,REGION_JR2,2017-08-26,44,1,0%,100,50,9
POINTID_25,2017-09-09,AREAID_20,REGION_JH,2017-06-10,94,2,0%,250,40,8
POINTID_37,2017-09-09,AREAID_1,REGION_JH,2017-08-05,119,4,0%,300,35,4
POINTID_8,2017-09-09,AREAID_30,REGIONID_JT,2016-09-03,1094,6,0%,1550,270,11
POINTID_31,2017-09-09,AREAID_14,REGION_JR2,2017-07-29,156,4,0%,450,105,17
POINTID_22,2017-09-09,AREAID_7,REGIONID_N,2017-04-29,393,4,0%,950,15,6
POINTID_20,2017-09-09,AREAID_7,REGIONID_N,2017-04-22,619,7,0%,1500,145,25
POINTID_10,2017-09-09,AREAID_8,REGIONID_JT,2016-09-10,993,6,0%-1%,1800,95,3
POINTID_16,2017-09-09,AREAID_8,REGIONID_JT,2017-03-25,1055,7,0%,2500,75,26
POINTID_29,2017-09-09,AREAID_14,REGION_JR2,2017-07-29,211,4,0%,600,170,29
POINTID_15,2017-09-09,AREAID_8,REGIONID_JT,2016-11-12,922,6,0%,1800,195,14
POINTID_23,2017-09-09,AREAID_7,REGIONID_N,2017-05-06,408,6,0%,1050,25,4
POINTID_9,2017-09-09,AREAID_31,REGIONID_JT,2016-09-17,727,7,1%-2.5%,1050,105,7
